snyk_id,vulnerability type,ecosystem,package,security release,repository_url,possible release note,possible changelogs,link,row,is_doc,list of sources (separated by semicolon),source,snyk version wrong listed,is_fix,How is the fix mentioned? (initial codes); separated by semicolon,fix_pattern,is_uc,is_br,how the breaking change is mentioned? (initial codes); separated by semicolon,breaking_pattern,Additional Comments,external_codes
SNYK-JS-GOOGLEAPIS-460104,Improper Authorization,npm,googleapis,39.1.0,https://github.com/googleapis/google-api-nodejs-client,https://github.com/googleapis/google-api-nodejs-client/releases/tag/v39.1.0,https://github.com/googleapis/google-api-nodejs-client/blob/master/CHANGELOG.md ; https://github.com/googleapis/google-api-nodejs-client/blob/master/src/apis/abusiveexperiencereport/CHANGELOG.md ; https://github.com/googleapis/google-api-nodejs-client/blob/master/src/apis/acceleratedmobilepageurl/CHANGELOG.md ; https://github.com/googleapis/google-api-nodejs-client/blob/master/src/apis/accesscontextmanager/CHANGELOG.md ; https://github.com/googleapis/google-api-nodejs-client/blob/master/src/apis/adexchangebuyer/CHANGELOG.md ; https://github.com/googleapis/google-api-nodejs-client/blob/master/src/apis/adexperiencereport/CHANGELOG.md ; https://github.com/googleapis/google-api-nodejs-client/blob/master/src/apis/admin/CHANGELOG.md ; https://github.com/googleapis/google-api-nodejs-client/blob/master/src/apis/admob/CHANGELOG.md ; https://github.com/googleapis/google-api-nodejs-client/blob/master/src/apis/adsense/CHANGELOG.md ; https://github.com/googleapis/google-api-nodejs-client/blob/master/src/apis/alertcenter/C,https://snyk.io/vuln/SNYK-JS-GOOGLEAPIS-460104,223,y,github release note; changelog,changelog,,y,security explicitly mentioned; vulnerability explained; issue referenced; PR referenced; affected versions,security notice;vulnerability description;fix reference;affected version listed,y,n,,,,
SNYK-JS-HANDLEBARS-174183,Prototype Pollution,npm,handlebars,4.1.2,https://github.com/wycats/handlebars.js,not found through script,https://github.com/wycats/handlebars.js/blob/master/release-notes.md,https://snyk.io/vuln/SNYK-JS-HANDLEBARS-174183,226,y,Release-notes.md,changelog,,y,commit message referenced,fix reference,y,y,compatibility notes warning,breaking change notice;affected configuration,interesting case on why the major version was not changed; the vulnerability was not under intended use,y
SNYK-JS-JSYAML-174117,Denial of Service (DoS),npm,js-yaml,1.5.0,https://github.com/nodeca/js-yaml,not found through script,https://github.com/nodeca/js-yaml/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JS-JSYAML-174117,232,y,https://github.com/eemeli/yaml/releases/tag/v1.5.0,github release note,,y,attack types mentioned; summary of fix; PR referenced,vulnerability description;fix reference,y,n,,,,
SNYK-JS-KEYSTONE-450881,Cross-site Scripting (XSS),npm,keystone,4.0.0-beta.1,https://github.com/keystonejs/keystone,not found through script,https://github.com/keystonejs/keystone/blob/master/.changeset/real-news-reflect.md ; https://github.com/keystonejs/keystone/blob/master/design-system/packages/button/CHANGELOG.md ; https://github.com/keystonejs/keystone/blob/master/design-system/packages/core/CHANGELOG.md ; https://github.com/keystonejs/keystone/blob/master/design-system/packages/fields/CHANGELOG.md ; https://github.com/keystonejs/keystone/blob/master/design-system/packages/icons/CHANGELOG.md ; https://github.com/keystonejs/keystone/blob/master/design-system/packages/loading/CHANGELOG.md ; https://github.com/keystonejs/keystone/blob/master/design-system/packages/modals/CHANGELOG.md ; https://github.com/keystonejs/keystone/blob/master/design-system/packages/notice/CHANGELOG.md ; https://github.com/keystonejs/keystone/blob/master/design-system/packages/options/CHANGELOG.md ; https://github.com/keystonejs/keystone/blob/master/design-system/packages/pill/CHANGELOG.md ; https://github.com/keystonejs/keystone/blob/master/design-system/packages/popo,https://snyk.io/vuln/SNYK-JS-KEYSTONE-450881,233,y,changelogs.xyz,changelog,,n,,,y,y,api changes,affected api listed,uses a tool to generate changeset but faulty,
SNYK-JS-REVEALJS-543841,Cross-site Scripting (XSS),npm,reveal.js,3.9.2,https://github.com/hakimel/reveal.js,https://github.com/hakimel/reveal.js/releases/tag/3.9.2,no changlog found in script,https://snyk.io/vuln/SNYK-JS-REVEALJS-543841,238,y,github release note,github release note,,y,explicit security mention; api mention; summary of fix,security notice;fix reference;affected component listed,n,y,blacklisted api; insecure api notice - will remove later,;affected api listed,some api calls got blacklisted and can result in compatibility issues,y
SNYK-JS-SEQUELIZE-459751,SQL Injection,npm,sequelize,5.15.1,https://github.com/sequelize/sequelize,https://github.com/sequelize/sequelize/releases/tag/v5.15.1,no changlog found in script,https://snyk.io/vuln/SNYK-JS-SEQUELIZE-459751,240,y,github release note,github release note,,y,security explicitly mentioned; commit message; PR referenced; commit referenced; mentions affected component and function; attack vector/PoC; credit,security notice;fix reference;exploit;affected component listed,n,n,,,intersting as two different patch branch had different description,d
SNYK-JS-SYSTEMINFORMATION-1021909,Command Injection,npm,systeminformation,4.27.11,https://github.com/sebhildebrandt/systeminformation,not found through script,https://github.com/sebhildebrandt/systeminformation/blob/master/CHANGELOG.md ; https://github.com/sebhildebrandt/systeminformation/blob/master/docs/changes.html ; https://github.com/sebhildebrandt/systeminformation/blob/master/docs/history.html ; https://github.com/sebhildebrandt/systeminformation/blob/master/docs/v4/history.html,https://snyk.io/vuln/SNYK-JS-SYSTEMINFORMATION-1021909,246,y,Changelog.MD,changelog,,y,explicit security mention; affected function; vulnerability type,security notice;vulnerability description;affected component listed,n,n,,,,d
SNYK-JS-TINYMCE-568922,Cross-site Scripting (XSS),npm,tinymce,4.9.10,https://github.com/tinymce/tinymce-dist,not found through script,https://github.com/tinymce/tinymce-dist/blob/master/changelog.txt,https://snyk.io/vuln/SNYK-JS-TINYMCE-568922,248,y,changelog,changelog,,y,affected component,affected component listed,y,n,,,"other security fixes; this security fix was backported, first applied on 5.4.0 where curiously security not mentioned",
SNYK-JS-TINYMCE-568922,Cross-site Scripting (XSS),npm,tinymce,5.2.2,https://github.com/tinymce/tinymce-dist,not found through script,https://github.com/tinymce/tinymce-dist/blob/master/changelog.txt,https://snyk.io/vuln/SNYK-JS-TINYMCE-568922,249,y,homepage docs; changelog.md,homepage announcement,,y,affected component; Homepage docs - explicit security mention;,security notice;fix reference;affected component listed,y,n,,,"very interesting case study; the commit involves ""critical bug"" which the releases mention a lot, are they security related?",d
SNYK-PHP-BAGISTOBAGISTO-467191,Broken Access Control,Composer,bagisto/bagisto,0.1.6,https://github.com/bagisto/bagisto,https://github.com/bagisto/bagisto/releases/tag/v0.1.6,https://github.com/bagisto/bagisto/blob/master/CHANGELOG for v0.1.x.md ; https://github.com/bagisto/bagisto/blob/master/CHANGELOG for v0.2.x.md ; https://github.com/bagisto/bagisto/blob/master/CHANGELOG for v1.x.x.md,https://snyk.io/vuln/SNYK-PHP-BAGISTOBAGISTO-467191,264,y,,changelog,,y,issue referenced; vuln type,fix reference,y,n,,,,
SNYK-PHP-BOLTBOLT-597088,Improper Access Control,Composer,bolt/bolt,3.3.6,https://github.com/bolt/bolt,https://github.com/bolt/bolt/releases/tag/v3.3.6,https://github.com/bolt/bolt/blob/master/app/src/lib/ckeditor/CHANGES.md ; https://github.com/bolt/bolt/blob/master/app/src/lib/ckeditor/plugins/codesnippet/lib/highlight/CHANGES.md ; https://github.com/bolt/bolt/blob/master/app/view/js/ckeditor/plugins/codesnippet/lib/highlight/CHANGES.md ; https://github.com/bolt/bolt/blob/master/changelog.md,https://snyk.io/vuln/SNYK-PHP-BOLTBOLT-597088,265,y,,changelog,,y,security mention; summary of fix; affected component,security notice;fix reference;affected component listed,y,n,,,,d
SNYK-PHP-CENTREONCENTREON-472429,Cross-site Scripting (XSS),Composer,centreon/centreon,18.10.5,https://github.com/centreon/centreon,https://github.com/centreon/centreon/releases/tag/18.10.5,no changlog found in script,https://snyk.io/vuln/SNYK-PHP-CENTREONCENTREON-472429,266,y,,github release note,,n,,,y,n,,,interesting it mentions four security fixes but does not mention any of the four with CVE mentioned in the release log,d
SNYK-PHP-CENTREONCENTREON-472429,Cross-site Scripting (XSS),Composer,centreon/centreon,2.8.28,https://github.com/centreon/centreon,https://github.com/centreon/centreon/releases/tag/2.8.28,no changlog found in script,https://snyk.io/vuln/SNYK-PHP-CENTREONCENTREON-472429,267,y,,github release note,,n,,,y,n,,,,d
SNYK-PHP-CRAFTCMSCMS-450195,Cross-site Scripting (XSS),Composer,craftcms/cms,3.1.31,https://github.com/craftcms/cms,not found through script,https://github.com/craftcms/cms/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PHP-CRAFTCMSCMS-450195,268,y,,changelog,,y,security mention; vuln type,vulnerability description;fix reference; security notice,y,n,,,,
SNYK-PHP-DRUPALDRUPAL-538566,Access Restriction Bypass,Composer,drupal/drupal,8.7.11,https://github.com/drupal/drupal,not found through script,https://github.com/drupal/drupal/blob/master/core/assets/vendor/ckeditor/CHANGES.md ; https://github.com/drupal/drupal/blob/master/core/CHANGELOG.txt,https://snyk.io/vuln/SNYK-PHP-DRUPALDRUPAL-538566,269,y,,homepage announcement,,y,,security notice;fix reference;vulnerability description;affected version listed,y,n,,,,
SNYK-PHP-DRUPALDRUPAL-538566,Access Restriction Bypass,Composer,drupal/drupal,8.8.1,https://github.com/drupal/drupal,not found through script,https://github.com/drupal/drupal/blob/master/core/assets/vendor/ckeditor/CHANGES.md ; https://github.com/drupal/drupal/blob/master/core/CHANGELOG.txt,https://snyk.io/vuln/SNYK-PHP-DRUPALDRUPAL-538566,270,y,,homepage announcement,,y,,security notice;fix reference;vulnerability description;affected version listed,y,n,,,,
SNYK-PHP-EZYANGHTMLPURIFIER-72371,Cross-site Scripting (XSS),Composer,ezyang/htmlpurifier,4.1.1,https://github.com/ezyang/htmlpurifier,not found through script,https://github.com/ezyang/htmlpurifier/blob/master/NEWS ; https://github.com/ezyang/htmlpurifier/blob/master/plugins/phorum/Changelog ; https://github.com/ezyang/htmlpurifier/blob/master/update-for-release,https://snyk.io/vuln/SNYK-PHP-EZYANGHTMLPURIFIER-72371,271,y,,changelog,,n,,,y,n,,,,d
SNYK-PHP-FLARUMTAGS-1066166,Privilege Escalation,Composer,flarum/tags,0.1.0-beta.13,https://github.com/flarum/tags,https://github.com/flarum/tags/releases/tag/v0.1.0-beta.13,https://github.com/flarum/tags/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PHP-FLARUMTAGS-1066166,272,y,,changelog,,n,,,y,n,,,,
SNYK-PHP-GETGRAVGRAV-466420,Cross-site Scripting (XSS),Composer,getgrav/grav,1.6.16,https://github.com/getgrav/grav,https://github.com/getgrav/grav/releases/tag/1.6.16,https://github.com/getgrav/grav/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PHP-GETGRAVGRAV-466420,273,y,,changelog,,n,,,y,n,,,,
SNYK-PHP-IIGNATOVLIGHTOPENID-174633,Server-Side Request Forgery (SSRF),Composer,iignatov/lightopenid,1.3.0,https://github.com/WillSkates/LightOpenID,https://github.com/iignatov/LightOpenID/releases/tag/1.3.0,https://github.com/WillSkates/LightOpenID/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PHP-IIGNATOVLIGHTOPENID-174633,274,y,https://github.com/iignatov/LightOpenID/blob/master/CHANGELOG.md,changelog,,n,,,y,n,,,,
SNYK-PHP-ILLUMINATEDATABASE-1069891,Resource Management Errors,Composer,illuminate/database,6.20.14,https://github.com/illuminate/database,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-PHP-ILLUMINATEDATABASE-1069891,275,y,https://github.com/laravel/framework/releases/tag/v6.20.14,github release note,,y,PR title,fix reference,y,n,,,why wrong repo?,
SNYK-PHP-ILLUMINATEDATABASE-1069891,Resource Management Errors,Composer,illuminate/database,7.30.4,https://github.com/illuminate/database,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-PHP-ILLUMINATEDATABASE-1069891,276,y,,github release note,,y,PR title,fix reference,y,n,,,why wrong repo?,
SNYK-PHP-ILLUMINATEDATABASE-1069891,Resource Management Errors,Composer,illuminate/database,8.24.0,https://github.com/illuminate/database,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-PHP-ILLUMINATEDATABASE-1069891,277,y,,github release note,,y,PR title,fix reference,y,n,,,why wrong repo?,
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174043,Remote Code Execution (RCE),Composer,magento/community-edition,2.1.17,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.1.17,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174043,278,y,,homepage announcement,,y,,vulnerability description;affected version listed,y,n,,,release note not there because the branch is unsupported at this point; https://magento.com/security/patches/magento-2.3.2-2.2.9-and-2.1.18-security-update-13,d
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174043,Remote Code Execution (RCE),Composer,magento/community-edition,2.2.8,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.2.8,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174043,279,y,https://devdocs.magento.com/guides/v2.2/release-notes/ReleaseNotes2.2.8CE.html,homepage announcement,,y,security; vuln type; severity; attack description; summary of risk/threat; patch availability; pathced version branch,security notice;fix reference;exploit;affected version listed,y,n,,,"critical vulnerability without a CVE; actually the vulnerability has a CVE  - https://nvd.nist.gov/vuln/detail/CVE-2019-7877, 2.2.9 also mention about the fix. NVD lists 2.2.9",d
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174043,Remote Code Execution (RCE),Composer,magento/community-edition,2.3.1,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.3.1,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174043,280,y,https://devdocs.magento.com/guides/v2.3/release-notes/ReleaseNotes2.3.1Commerce.html,homepage announcement,,y,security; vuln type; severity; attack description; summary of risk/threat; patch availability,security notice;fix reference;exploit;affected version listed,y,n,,,,d
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174048,Remote Code Execution,Composer,magento/community-edition,2.1.17,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.1.17,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174048,281,y,,homepage announcement,,y,,vulnerability description;affected version listed,y,n,,,,d
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174048,Remote Code Execution,Composer,magento/community-edition,2.2.8,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.2.8,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174048,282,y,https://devdocs.magento.com/guides/v2.2/release-notes/ReleaseNotes2.2.8CE.html,homepage announcement,,y,security; vuln type; severity; attack description; summary of risk/threat; patch availability; pathced version branch,security notice;fix reference;exploit;affected version listed,y,n,,,,d
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174048,Remote Code Execution,Composer,magento/community-edition,2.3.1,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.3.1,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174048,283,y,https://devdocs.magento.com/guides/v2.3/release-notes/ReleaseNotes2.3.1Commerce.html,homepage announcement,,y,security; vuln type; severity; attack description; summary of risk/threat; patch availability,security notice;fix reference;exploit;affected version listed,y,n,,,,d
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174066,Cross-site Scripting (XSS),Composer,magento/community-edition,2.1.17,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.1.17,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174066,284,y,,homepage announcement,,y,,vulnerability description;affected version listed,y,n,,,,d
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174066,Cross-site Scripting (XSS),Composer,magento/community-edition,2.2.8,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.2.8,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174066,285,y,https://devdocs.magento.com/guides/v2.2/release-notes/ReleaseNotes2.2.8CE.html,homepage announcement,,y,security; vuln type; severity; attack description; summary of risk/threat; patch availability; pathced version branch,security notice;fix reference;exploit;affected version listed,y,n,,,,d
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174066,Cross-site Scripting (XSS),Composer,magento/community-edition,2.3.1,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.3.1,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174066,286,y,https://devdocs.magento.com/guides/v2.3/release-notes/ReleaseNotes2.3.1Commerce.html,homepage announcement,,y,security; vuln type; severity; attack description; summary of risk/threat; patch availability,security notice;fix reference;exploit;affected version listed,y,n,,,,d
