snyk_id,vulnerability type,ecosystem,package,security release,repository,possible release note,possible changelogs,link,Is there a documentation source?,list of sources (separated by semicolon),main source,snyk version wrong listed,is the fix mentioned?,How is the fix mentioned? (initial codes); separated by semicolon,How is the fix mentioned? (final codes); separated by semicolon,is there unrelated change mentioned?,is breaking change mentioned?,how the breaking change is mentioned? (initial codes); separated by semicolon,how the breaking change is mentioned? (final codes); separated by semicolon,Additional Comments,Additional Resources
SNYK-PHP-TYPO3CMS-538229,Deserialization of Untrusted Data,Composer,typo3/cms,9.5.12,https://github.com/TYPO3/TYPO3.CMS,not found through script,https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/LoginNews.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/RecordHistory/History.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeGroup.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeOwner.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangePermission.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-10.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-11.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-7.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-8.rst ; https:,https://snyk.io/vuln/SNYK-PHP-TYPO3CMS-538229,N,N,N,,,,,,,,,,
SNYK-PHP-TYPO3CMS-72685,Denial of Service (DoS),Composer,typo3/cms,8.7.21,https://github.com/TYPO3/TYPO3.CMS,not found through script,https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/LoginNews.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/RecordHistory/History.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeGroup.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeOwner.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangePermission.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-10.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-11.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-7.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-8.rst ; https:,https://snyk.io/vuln/SNYK-PHP-TYPO3CMS-72685,N,N,N,,,,,,,,,,
SNYK-PHP-TYPO3CMS-72690,Cross-site Scripting (XSS),Composer,typo3/cms,8.7.21,https://github.com/TYPO3/TYPO3.CMS,not found through script,https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/LoginNews.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/RecordHistory/History.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeGroup.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeOwner.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangePermission.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-10.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-11.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-7.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-8.rst ; https:,https://snyk.io/vuln/SNYK-PHP-TYPO3CMS-72690,N,N,N,,,,,,,,,,
SNYK-PHP-TYPO3CMS-72690,Cross-site Scripting (XSS),Composer,typo3/cms,9.5.2,https://github.com/TYPO3/TYPO3.CMS,not found through script,https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/LoginNews.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/RecordHistory/History.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeGroup.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeOwner.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangePermission.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-10.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-11.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-7.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-8.rst ; https:,https://snyk.io/vuln/SNYK-PHP-TYPO3CMS-72690,N,N,N,,,,,,,,,,
SNYK-PHP-TYPO3CMSCORE-538227,Deserialization of Untrusted Data,Composer,typo3/cms-core,8.7.30,https://github.com/TYPO3/TYPO3.CMS,not found through script,https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/LoginNews.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/RecordHistory/History.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeGroup.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeOwner.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangePermission.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-10.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-11.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-7.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-8.rst ; https:,https://snyk.io/vuln/SNYK-PHP-TYPO3CMSCORE-538227,N,N,N,,,,,,,,,,
SNYK-PHP-TYPO3CMSCORE-538227,Deserialization of Untrusted Data,Composer,typo3/cms-core,9.5.12,https://github.com/TYPO3/TYPO3.CMS,not found through script,https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/LoginNews.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/RecordHistory/History.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeGroup.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeOwner.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangePermission.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-10.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-11.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-7.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-8.rst ; https:,https://snyk.io/vuln/SNYK-PHP-TYPO3CMSCORE-538227,N,N,N,,,,,,,,,,
SNYK-PHP-TYPO3CMSCORE-538231,Cross-site Scripting (XSS),Composer,typo3/cms-core,10.2.1,https://github.com/TYPO3/TYPO3.CMS,not found through script,https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/LoginNews.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/RecordHistory/History.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeGroup.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeOwner.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangePermission.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-10.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-11.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-7.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-8.rst ; https:,https://snyk.io/vuln/SNYK-PHP-TYPO3CMSCORE-538231,N,N,N,,,,,,,,,,
SNYK-PHP-TYPO3CMSCORE-538231,Cross-site Scripting (XSS),Composer,typo3/cms-core,8.7.30,https://github.com/TYPO3/TYPO3.CMS,not found through script,https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/LoginNews.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/RecordHistory/History.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeGroup.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeOwner.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangePermission.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-10.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-11.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-7.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-8.rst ; https:,https://snyk.io/vuln/SNYK-PHP-TYPO3CMSCORE-538231,N,N,N,,,,,,,,,,
SNYK-PHP-TYPO3CMSCORE-538231,Cross-site Scripting (XSS),Composer,typo3/cms-core,9.5.12,https://github.com/TYPO3/TYPO3.CMS,not found through script,https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/LoginNews.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/RecordHistory/History.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeGroup.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeOwner.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangePermission.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-10.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-11.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-7.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-8.rst ; https:,https://snyk.io/vuln/SNYK-PHP-TYPO3CMSCORE-538231,N,N,N,,,,,,,,,,
SNYK-PHP-TYPO3CMSCORE-72680,Cross-site Scripting (XSS),Composer,typo3/cms-core,8.7.21,https://github.com/TYPO3/TYPO3.CMS,not found through script,https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/LoginNews.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/RecordHistory/History.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeGroup.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeOwner.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangePermission.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-10.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-11.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-7.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-8.rst ; https:,https://snyk.io/vuln/SNYK-PHP-TYPO3CMSCORE-72680,N,N,N,,,,,,,,,,
SNYK-PHP-TYPO3CMSCORE-72680,Cross-site Scripting (XSS),Composer,typo3/cms-core,9.5.2,https://github.com/TYPO3/TYPO3.CMS,not found through script,https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/LoginNews.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/backend/Resources/Private/Partials/RecordHistory/History.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeGroup.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangeOwner.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/beuser/Resources/Private/Templates/PermissionAjax/ChangePermission.html ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-10.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-11.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-7.rst ; https://github.com/TYPO3/TYPO3.CMS/blob/master/typo3/sysext/core/Documentation/Changelog-8.rst ; https:,https://snyk.io/vuln/SNYK-PHP-TYPO3CMSCORE-72680,N,N,N,,,,,,,,,,
SNYK-PHP-VRANAADMINER-1072462,Cross-site Scripting (XSS),Composer,vrana/adminer,4.7.9,https://github.com/vrana/adminer,https://github.com/vrana/adminer/releases/tag/v4.7.9,https://github.com/vrana/adminer/blob/master/changes.txt,https://snyk.io/vuln/SNYK-PHP-VRANAADMINER-1072462,Y,changelog,changelog,,Y,fix mentioned; vulnerability type; bug number issued,fix reference; vulnerability description,Y,N,,,,
SNYK-PHP-WOOCOMMERCEWOOCOMMERCE-73653,Arbitrary Code Injection,Composer,woocommerce/woocommerce,3.2.4,https://github.com/woocommerce/woocommerce,https://github.com/woocommerce/woocommerce/releases/tag/3.2.4,https://github.com/woocommerce/woocommerce/blob/master/changelog.txt ; https://github.com/woocommerce/woocommerce/blob/master/tests/e2e/api/CHANGELOG.md ; https://github.com/woocommerce/woocommerce/blob/master/tests/e2e/core-tests/CHANGELOG.md ; https://github.com/woocommerce/woocommerce/blob/master/tests/e2e/env/CHANGELOG.md ; https://github.com/woocommerce/woocommerce/blob/master/tests/e2e/utils/CHANGELOG.md,https://snyk.io/vuln/SNYK-PHP-WOOCOMMERCEWOOCOMMERCE-73653,Y,changelog,changelog,,Y,fix mentioned,fix reference ,Y,N,,,,
SNYK-PYTHON-ANSIBLE-451466,Man-in-the-Middle (MitM),pip,ansible,1.2.1,https://github.com/ansible/ansible,not found through script,https://github.com/ansible/ansible/blob/master/changelogs/CHANGELOG.rst ; https://github.com/ansible/ansible/blob/master/docs/docsite/rst/community/release_managers.rst ; https://github.com/ansible/ansible/blob/master/docs/docsite/rst/dev_guide/testing/sanity/changelog.rst ; https://github.com/ansible/ansible/blob/master/docs/docsite/rst/dev_guide/testing/sanity/release-names.rst ; https://github.com/ansible/ansible/blob/master/docs/docsite/rst/reference_appendices/release_and_maintenance.rst ; https://github.com/ansible/ansible/blob/master/hacking/ticket_stubs/change_applied.md ; https://github.com/ansible/ansible/blob/master/packaging/debian/changelog ; https://github.com/ansible/ansible/blob/master/test/lib/ansible_test/_data/requirements/sanity.changelog.txt ; https://github.com/ansible/ansible/blob/master/test/sanity/code-smell/release-names.requirements.txt,https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-451466,N,N,N,,,,,,,,,This version is deprecated and Ansible contains documentation for versions >2.5,
SNYK-PYTHON-APACHEAIRFLOW-174175,Cross-site Request Forgery (CSRF),pip,apache-airflow,1.10.3,https://github.com/apache/airflow,https://github.com/apache/airflow/releases/tag/1.10.3,https://github.com/apache/airflow/blob/master/airflow/providers/airbyte/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/amazon/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/beam/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/cassandra/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/druid/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/hdfs/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/hive/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/kylin/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/livy/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/pig/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/pinot/CHANGELOG.rst ; https://github,https://snyk.io/vuln/SNYK-PYTHON-APACHEAIRFLOW-174175,Y,github release note,github release note,,Y,bug fixes; CVE mentioned; affected versions,fix reference; advisory reference,Y,N,,,,https://lists.apache.org/thread.html/2de387213d45bc626d27554a1bde7b8c67d08720901f82a50b6f4231@%3Cdev.airflow.apache.org%3E
SNYK-PYTHON-APACHEAIRFLOW-570290,Insecure Default,pip,apache-airflow,1.10.11,https://github.com/apache/airflow,https://github.com/apache/airflow/releases/tag/1.10.11,https://github.com/apache/airflow/blob/master/airflow/providers/airbyte/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/amazon/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/beam/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/cassandra/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/druid/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/hdfs/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/hive/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/kylin/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/livy/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/pig/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/pinot/CHANGELOG.rst ; https://github,https://snyk.io/vuln/SNYK-PYTHON-APACHEAIRFLOW-570290,Y,github release note,github release note,,N,pull request,,Y,N,,,,https://lists.apache.org/thread.html/r7255cf0be3566f23a768e2a04b40fb09e52fcd1872695428ba9afe91%40%3Cusers.airflow.apache.org%3E
SNYK-PYTHON-APACHESUPERSET-1014658,Information Exposure,pip,apache-superset,0.37.2,https://github.com/apache/superset,https://github.com/apache/superset/releases/tag/0.37.2,https://github.com/apache/superset/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PYTHON-APACHESUPERSET-1014658,Y,github release note,github release note,,Y,pull request; CVE; ,fix reference; advisory reference,Y,N,,,"There were multiple fixes that refer to possible information exposure, but nothing was mentioned explicitly",https://lists.apache.org/thread.html/rf1faa368f580d2cb691576bee1277855f769667f3114d5df1dacbea6%40%3Cdev.superset.apache.org%3E
SNYK-PYTHON-AUBIO-472359,Out-of-Bounds,pip,aubio,0.4.7,https://github.com/aubio/aubio,https://github.com/aubio/aubio/releases/tag/0.4.7,https://github.com/aubio/aubio/blob/master/ChangeLog,https://snyk.io/vuln/SNYK-PYTHON-AUBIO-472359,Y,changelog,changelog,,Y,issue number; CVE; location of fix; pull request title mentioned,fix reference; advisory reference,Y,N,,,,
SNYK-PYTHON-BIRDHOUSEBUILDERRECIPENGINX-42102,Man-in-the-Middle (MitM),pip,birdhousebuilder-recipe-nginx,0.1.5,no repository listed,not found through script,https://github.com/bird-house/birdhousebuilder.recipe.nginx/blob/master/CHANGES.rst,https://snyk.io/vuln/SNYK-PYTHON-BIRDHOUSEBUILDERRECIPENGINX-42102,Y,changelog,changelog,,Y,listed in the release note,fix reference,N,N,,,,
SNYK-PYTHON-BLEACH-552160,Cross-site Scripting (XSS),pip,bleach,3.1.1,https://github.com/mozilla/bleach,not found through script,https://github.com/mozilla/bleach/blob/master/CHANGES ; https://github.com/mozilla/bleach/blob/master/docs/changes.rst,https://snyk.io/vuln/SNYK-PYTHON-BLEACH-552160,Y,changes,changelog,,Y,affected components; security notice; summary of fix; CVE; PoC,fix reference; security notice; vulnerability description; advisory reference; affected component listed; exploit; affected versions listed,N,N,,,,
SNYK-PYTHON-BUILDBOT-42151,Cross-site Scripting (XSS),pip,buildbot,0.7.11p3,https://github.com/buildbot/buildbot,not found through script,https://github.com/buildbot/buildbot/blob/master/master/docs/developer/cls-changesources.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/developer/database/changes.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/developer/database/changesources.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/developer/raml/change.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/developer/raml/changesource.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/manual/configuration/changesources.rst,https://snyk.io/vuln/SNYK-PYTHON-BUILDBOT-42151,N,N,N,,,,,,,,,"Doesn't have old release notes, however, recent release notes are available on Github",
SNYK-PYTHON-BUILDBOT-73642,CRLF injection,pip,buildbot,1.8.1,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot/releases/tag/v1.8.1,https://github.com/buildbot/buildbot/blob/master/master/docs/developer/cls-changesources.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/developer/database/changes.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/developer/database/changesources.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/developer/raml/change.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/developer/raml/changesource.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/manual/configuration/changesources.rst,https://snyk.io/vuln/SNYK-PYTHON-BUILDBOT-73642,Y,github release note,github release note,,Y,github security advisory; CVE; vulnerability description; summary of fix; security notice,fix reference; security notice; vulnerability description; advisory reference; affected versions listed,N,N,,,,
SNYK-PYTHON-CATALYST-1063226,Deserialization of Untrusted Data,pip,catalyst,21.1rc0,https://github.com/catalyst-team/catalyst,not found through script,https://github.com/catalyst-team/catalyst/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PYTHON-CATALYST-1063226,N,N,N,,,,,,,,,"Pre-release version, no release note",
SNYK-PYTHON-CCF-609299,Replay Attack,pip,ccf,0.7,no repository listed,https://github.com/microsoft/CCF/releases/tag/v0.7,https://github.com/microsoft/CCF/blob/master/3rdparty/exported/quickjs/Changelog ; https://github.com/microsoft/CCF/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PYTHON-CCF-609299,Y,changelog,changelog,,Y,issue number mentioned; security notice,fix reference; security notice,Y,Y,action required,action required,,
SNYK-PYTHON-COLLECTIVEEASYFORM-1047476,XML External Entity (XXE) Injection,pip,collective.easyform,3.0.5,https://github.com/collective/collective.easyform,not found through script,https://github.com/collective/collective.easyform/blob/master/CHANGES.rst,https://snyk.io/vuln/SNYK-PYTHON-COLLECTIVEEASYFORM-1047476,Y,changelog,changelog,,Y,fix reference; security notice,fix reference; security notice,Y,N,,,,
SNYK-PYTHON-COLLECTIVENOTICEBOARD-42133,Improper Validation,pip,collective-noticeboard,0.7.1,https://github.com/collective/collective.noticeboard,not found through script,https://github.com/collective/collective.noticeboard/blob/master/CHANGES.txt,https://snyk.io/vuln/SNYK-PYTHON-COLLECTIVENOTICEBOARD-42133,Y ,changelog,changelog,,Y,title of fix and fix number,fix reference,N,N,,,,
SNYK-PYTHON-CONFLUENTKAFKA-565716,Buffer Overflow,pip,confluent-kafka,1.4.0,https://github.com/confluentinc/confluent-kafka-python,https://github.com/confluentinc/confluent-kafka-python/releases/tag/v1.4.0,https://github.com/confluentinc/confluent-kafka-python/blob/master/CHANGELOG.md ; https://github.com/confluentinc/confluent-kafka-python/blob/master/tools/RELEASE.md,https://snyk.io/vuln/SNYK-PYTHON-CONFLUENTKAFKA-565716,Y,github release note,github release note,,Y,summary of fix; commit message; security notice,fix reference; security notice,Y,N,,,,
SNYK-PYTHON-DATASETTE-598229,Information Exposure,pip,datasette,0.46,https://github.com/simonw/datasette,https://github.com/simonw/datasette/releases/tag/0.46,https://github.com/simonw/datasette/blob/master/docs/changelog.rst,https://snyk.io/vuln/SNYK-PYTHON-DATASETTE-598229,Y,changelog,changelog,,Y,summary of fix; link to fix commit; security notice,fix reference; security notice,Y,N,,,,
SNYK-PYTHON-DJANGO-40779,Regular Expression Denial of Service (ReDoS),pip,django,1.11.11,https://github.com/django/django,not found through script,https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/auth/user/change_password.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_form_object_tools.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_form.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_list_object_tools.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_list_results.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_list.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/object_history.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/registration/password_change_done.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/registration/password_change_form.html ; https://github.com/django/django,https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40779,Y,homepage release announcement,homepage announcement,,Y,summary of fix; CVE mentioned; security notice,fix reference; security notice; advisory reference,Y,N,,,,
