snyk_id,vulnerability type,ecosystem,package,security release,repository_url,possible release note,possible changelogs,link,Is there a documentation source?,list of sources (separated by semicolon),main source,is the fix mentioned?,How is the fix mentioned? (initial codes); separated by semicolon,How is the fix mentioned? (final codes); separated by semicolon,is there unrelated change mentioned?,is breaking change mentioned?,how the breaking change is mentioned? (initial codes); separated by semicolon,how the breaking change is mentioned? (final codes); separated by semicolon,Additional Comments
SNYK-PYTHON-APACHEAIRFLOW-174175,Cross-site Request Forgery (CSRF),pip,apache-airflow,1.10.3,https://github.com/apache/airflow,https://github.com/apache/airflow/releases/tag/1.10.3,https://github.com/apache/airflow/blob/master/airflow/providers/airbyte/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/amazon/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/beam/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/cassandra/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/druid/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/hdfs/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/hive/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/kylin/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/livy/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/pig/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/pinot/CHANGELOG.rst ; https://github,https://snyk.io/vuln/SNYK-PYTHON-APACHEAIRFLOW-174175,Y,github release note,github release note,N,,,Y,N,,,
SNYK-PYTHON-APACHEAIRFLOW-570290,Insecure Default,pip,apache-airflow,1.10.11,https://github.com/apache/airflow,https://github.com/apache/airflow/releases/tag/1.10.11,https://github.com/apache/airflow/blob/master/airflow/providers/airbyte/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/amazon/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/beam/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/cassandra/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/druid/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/hdfs/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/hive/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/kylin/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/livy/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/pig/CHANGELOG.rst ; https://github.com/apache/airflow/blob/master/airflow/providers/apache/pinot/CHANGELOG.rst ; https://github,https://snyk.io/vuln/SNYK-PYTHON-APACHEAIRFLOW-570290,Y,github release note,github release note,Y,PR referenced,Fix referenced,Y,N,,,
SNYK-PYTHON-APACHESUPERSET-1014658,Information Exposure,pip,apache-superset,0.37.2,https://github.com/apache/superset,https://github.com/apache/superset/releases/tag/0.37.2,https://github.com/apache/superset/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PYTHON-APACHESUPERSET-1014658,Y,github release note,github release note,N,,,,,,,
SNYK-PYTHON-AUBIO-472359,Out-of-Bounds,pip,aubio,0.4.7,https://github.com/aubio/aubio,https://github.com/aubio/aubio/releases/tag/0.4.7,https://github.com/aubio/aubio/blob/master/ChangeLog,https://snyk.io/vuln/SNYK-PYTHON-AUBIO-472359,Y,"github releasenote, changelog",changelog,Y,summary of fix; CVE mentioned,Fix referenced; Advisory referenced,Y,N,,,release note points to the full changelog
SNYK-PYTHON-BIRDHOUSEBUILDERRECIPENGINX-42102,Man-in-the-Middle (MitM),pip,birdhousebuilder-recipe-nginx,0.1.5,https://github.com/bird-house/birdhousebuilder.recipe.nginx,not found through script,https://github.com/bird-house/birdhousebuilder.recipe.nginx/blob/master/CHANGES.rst,https://snyk.io/vuln/SNYK-PYTHON-BIRDHOUSEBUILDERRECIPENGINX-42102,Y,changleog,changelog,Y,summary of fix; attack type mentioned,Fix referenced; Vulnerability Description,N,N,,,
SNYK-PYTHON-BLEACH-552160,Cross-site Scripting (XSS),pip,bleach,3.1.1,https://github.com/mozilla/bleach,not found through script,https://github.com/mozilla/bleach/blob/master/CHANGES ; https://github.com/mozilla/bleach/blob/master/docs/changes.rst,https://snyk.io/vuln/SNYK-PYTHON-BLEACH-552160,Y,https://github.com/mozilla/bleach/blob/master/CHANGES; changelog,changelog,Y,"security explicitly mentioned; affected fuction; vulnerability type, descriptio, severity; affected version ",Security notice; Vulnerability description; Affected component listed; affected version listed,N,N,,,
SNYK-PYTHON-BUILDBOT-42151,Cross-site Scripting (XSS),pip,buildbot,0.7.11p3,https://github.com/buildbot/buildbot,not found through script,https://github.com/buildbot/buildbot/blob/master/master/docs/developer/cls-changesources.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/developer/database/changes.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/developer/database/changesources.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/developer/raml/change.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/developer/raml/changesource.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/manual/configuration/changesources.rst,https://snyk.io/vuln/SNYK-PYTHON-BUILDBOT-42151,N,,,,,,,,,,
SNYK-PYTHON-BUILDBOT-73642,CRLF injection,pip,buildbot,1.8.1,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot/releases/tag/v1.8.1,https://github.com/buildbot/buildbot/blob/master/master/docs/developer/cls-changesources.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/developer/database/changes.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/developer/database/changesources.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/developer/raml/change.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/developer/raml/changesource.rst ; https://github.com/buildbot/buildbot/blob/master/master/docs/manual/configuration/changesources.rst,https://snyk.io/vuln/SNYK-PYTHON-BUILDBOT-73642,Y,http://docs.buildbot.net/current/relnotes/1.x.html#release-notes-for-buildbot-1-8-1-2019-02-02; changelog; homepage announcement; ,changelog,Y,vulnerability explicitly mentioned; type and description; link to details,Security notice; Vulnerability description; Advisory reference,N,N,,,
SNYK-PYTHON-CATALYST-1063226,Deserialization of Untrusted Data,pip,catalyst,21.1rc0,https://github.com/catalyst-team/catalyst,not found through script,https://github.com/catalyst-team/catalyst/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PYTHON-CATALYST-1063226,N,,,,,,,,,,
SNYK-PYTHON-CCF-609299,Replay Attack,pip,ccf,0.7,https://github.com/microsoft/CCF,https://github.com/microsoft/CCF/releases/tag/v0.7,https://github.com/microsoft/CCF/blob/master/3rdparty/exported/quickjs/Changelog ; https://github.com/microsoft/CCF/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PYTHON-CCF-609299,Y,github release note,github release note,Y,vulnerability explicitly mentioned; attack type; PR reference,Fix referenced; Security notice; Vulnerability description,Y,Y,required action,action required,
SNYK-PYTHON-COLLECTIVEEASYFORM-1047476,XML External Entity (XXE) Injection,pip,collective.easyform,3.0.5,https://github.com/collective/collective.easyform,not found through script,https://github.com/collective/collective.easyform/blob/master/CHANGES.rst,https://snyk.io/vuln/SNYK-PYTHON-COLLECTIVEEASYFORM-1047476,Y,changelog,changelog,Y,security mentioned; PR refrence; summary of fix,Fix referenced; Security notice,Y,N,,,
SNYK-PYTHON-COLLECTIVENOTICEBOARD-42133,Improper Validation,pip,collective-noticeboard,0.7.1,https://github.com/collective/collective.noticeboard,not found through script,https://github.com/collective/collective.noticeboard/blob/master/CHANGES.txt,https://snyk.io/vuln/SNYK-PYTHON-COLLECTIVENOTICEBOARD-42133,Y,changelog,changelog,Y,security mentioned; issue referenced; vulnerability description,Security notice; Fix refrenced; Vulnerability description,N,N,,,
SNYK-PYTHON-CONFLUENTKAFKA-565716,Buffer Overflow,pip,confluent-kafka,1.4.0,https://github.com/confluentinc/confluent-kafka-python,https://github.com/confluentinc/confluent-kafka-python/releases/tag/v1.4.0,https://github.com/confluentinc/confluent-kafka-python/blob/master/CHANGELOG.md ; https://github.com/confluentinc/confluent-kafka-python/blob/master/tools/RELEASE.md,https://snyk.io/vuln/SNYK-PYTHON-CONFLUENTKAFKA-565716,Y,github release note; changelog,github release note,Y,security notice; affected component; details of vuln; attack type; way to exploit,Security notice; Fix refrenced; Vulnerability description; Exploit,,,,,
SNYK-PYTHON-DATASETTE-598229,Information Exposure,pip,datasette,0.46,https://github.com/simonw/datasette,https://github.com/simonw/datasette/releases/tag/0.46,https://github.com/simonw/datasette/blob/master/docs/changelog.rst,https://snyk.io/vuln/SNYK-PYTHON-DATASETTE-598229,Y,github release note; changelog,changelog,Y,security notice; vuln type; severity; issue referenced,Security notice; Fix refrenced; Vulnerability description,Y,N,,,
SNYK-PYTHON-DJANGO-40779,Regular Expression Denial of Service (ReDoS),pip,django,1.11.11,https://github.com/django/django,not found through script,https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/auth/user/change_password.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_form_object_tools.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_form.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_list_object_tools.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_list_results.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_list.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/object_history.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/registration/password_change_done.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/registration/password_change_form.html ; https://github.com/django/django,https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40779,Y,mailing list; homepage; https://docs.djangoproject.com/en/3.2/releases/1.11.11/,homepage announcement,Y,security notice; cve mentioned; affected api; vuln type; ,Security notice; Advisory reference; Vulnerability description; Affected component listed,N,N,,,
SNYK-PYTHON-DJANGO-40779,Regular Expression Denial of Service (ReDoS),pip,django,1.8.19,https://github.com/django/django,not found through script,https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/auth/user/change_password.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_form_object_tools.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_form.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_list_object_tools.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_list_results.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_list.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/object_history.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/registration/password_change_done.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/registration/password_change_form.html ; https://github.com/django/django,https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40779,Y,mailing list; homepage,homepage announcement,Y,security notice; cve mentioned; affected api; vuln type; ,Security notice; Advisory reference; Vulnerability description; Affected component listed,N,N,,,
SNYK-PYTHON-DJANGO-40779,Regular Expression Denial of Service (ReDoS),pip,django,2.0.3,https://github.com/django/django,not found through script,https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/auth/user/change_password.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_form_object_tools.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_form.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_list_object_tools.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_list_results.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/change_list.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/admin/object_history.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/registration/password_change_done.html ; https://github.com/django/django/blob/master/django/contrib/admin/templates/registration/password_change_form.html ; https://github.com/django/django,https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40779,Y,mailing list; homepage,homepage announcement,Y,security notice; cve mentioned; affected api; vuln type; ,Security notice; Advisory reference; Vulnerability description; Affected component listed,N,N,,,
SNYK-PYTHON-DJANGOCACHEOPS-40772,Regular Expression Denial of Service (ReDoS),pip,django-cacheops,4.0.6,https://github.com/Suor/django-cacheops,not found through script,https://github.com/Suor/django-cacheops/blob/master/CHANGELOG,https://snyk.io/vuln/SNYK-PYTHON-DJANGOCACHEOPS-40772,Y,changelog,changelog,Y,commit message ,Fix referenced,Y,N,,,
SNYK-PYTHON-DJANGOCELERYRESULTS-598234,Cleartext Storage of Sensitive Information,pip,django-celery-results,2.0.0,https://github.com/celery/django-celery-results,https://github.com/celery/django-celery-results/releases/tag/v2.0.0,https://github.com/celery/django-celery-results/blob/master/Changelog ; https://github.com/celery/django-celery-results/blob/master/docs/changelog.rst,https://snyk.io/vuln/SNYK-PYTHON-DJANGOCELERYRESULTS-598234,Y,changelog,changelog,Y,pr title,Fix referenced,Y,Y,dropping support,configuration change,
SNYK-PYTHON-DJANGOCOUNCILMATIC-609306,Cross-site Scripting (XSS),pip,django-councilmatic,2.5.9,https://github.com/datamade/django-councilmatic,https://github.com/datamade/django-councilmatic/releases/tag/v2.5.9,no changlog found in script,https://snyk.io/vuln/SNYK-PYTHON-DJANGOCOUNCILMATIC-609306,Y,github release note; changelog,github release note,Y,pr referenced; vulenerability type; explicit mention,Security notice; Vulnerability description; Fix referenced,N,N,,,
SNYK-PYTHON-DJANGOREQUESTLOGGING-450915,Information Exposure,pip,django-request-logging,0.6.9,https://github.com/Rhumbix/django-request-logging,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-PYTHON-DJANGOREQUESTLOGGING-450915,N,,,,,,,,,,
SNYK-PYTHON-DYNAMODBENCRYPTIONSDK-1070809,Improper Authorization,pip,dynamodb-encryption-sdk,1.3.0,https://github.com/aws/aws-dynamodb-encryption-python,https://github.com/aws/aws-dynamodb-encryption-python/releases/tag/v1.3.0,https://github.com/aws/aws-dynamodb-encryption-python/blob/master/CHANGELOG.rst,https://snyk.io/vuln/SNYK-PYTHON-DYNAMODBENCRYPTIONSDK-1070809,Y,github release note; changelog,changelog,Y,summary of fix; vulnerability description; affected component,Fix referenced; Vulnerability description; Affected component listed,N,Y,affected api listed; insecure api- will remove later,affected api listed;,
SNYK-PYTHON-ELASTICAPPSEARCH-571376,Cross-site Scripting (XSS),pip,elastic-app-search,7.7.0,https://github.com/elastic/app-search-python,https://github.com/elastic/app-search-python/releases/tag/v7.7.0,no changlog found in script,https://snyk.io/vuln/SNYK-PYTHON-ELASTICAPPSEARCH-571376,N,,,,,,,,,,
SNYK-PYTHON-EMITTERIO-570768,Information Exposure,pip,emitter-io,2.704,https://github.com/emitter-io/emitter,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-PYTHON-EMITTERIO-570768,Y,,Snyk listed wrong version,Y,security mention; summary of fix; pr reference,Fix referenced; Security notice,Y,N,,,snyk listed wrong version
SNYK-PYTHON-IMAGEIO-564348,Arbitrary Code Injection,pip,imageio,2.6.0,https://github.com/imageio/imageio,https://github.com/imageio/imageio/releases/tag/v2.6.0,https://github.com/imageio/imageio/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PYTHON-IMAGEIO-564348,Y,changelog,changeog,Y,security mention; risk explanation; configuration,Security notice; Vulnerability description; Required configuration,Y,N,,,
SNYK-PYTHON-INVENIOCOMMUNITIES-455847,Cross-site Scripting (XSS),pip,invenio-communities,1.0.0a20,https://github.com/inveniosoftware/invenio-communities,not found through script,https://github.com/inveniosoftware/invenio-communities/blob/master/CHANGES.rst ; https://github.com/inveniosoftware/invenio-communities/blob/master/docs/changes.rst,https://snyk.io/vuln/SNYK-PYTHON-INVENIOCOMMUNITIES-455847,N,,,,,,,,,,
SNYK-PYTHON-INVENIORECORDS-455834,Cross-site Scripting (XSS),pip,invenio-records,1.0.2,https://github.com/inveniosoftware/invenio-records,not found through script,https://github.com/inveniosoftware/invenio-records/blob/master/CHANGES.rst ; https://github.com/inveniosoftware/invenio-records/blob/master/docs/changes.rst,https://snyk.io/vuln/SNYK-PYTHON-INVENIORECORDS-455834,Y,changelog,changelog,Y,vulnerability mention; type; component;,Security notice; Vulnerability description; affected component listed,N,N,,,
SNYK-PYTHON-INVENIORECORDS-455834,Cross-site Scripting (XSS),pip,invenio-records,1.1.1,https://github.com/inveniosoftware/invenio-records,not found through script,https://github.com/inveniosoftware/invenio-records/blob/master/CHANGES.rst ; https://github.com/inveniosoftware/invenio-records/blob/master/docs/changes.rst,https://snyk.io/vuln/SNYK-PYTHON-INVENIORECORDS-455834,Y,changelog,changelog,Y,vulnerability mention; type; component;,Security notice; Vulnerability description; affected component listed,N,N,,,
SNYK-PYTHON-INVENIORECORDS-455834,Cross-site Scripting (XSS),pip,invenio-records,1.2.2,https://github.com/inveniosoftware/invenio-records,not found through script,https://github.com/inveniosoftware/invenio-records/blob/master/CHANGES.rst ; https://github.com/inveniosoftware/invenio-records/blob/master/docs/changes.rst,https://snyk.io/vuln/SNYK-PYTHON-INVENIORECORDS-455834,Y,changelog,changelog,Y,vulnerability mention; type; component;,Security notice; Vulnerability description; affected component listed,N,N,,,
SNYK-PYTHON-LIBFWSIPYTHON-471960,Buffer Over-read,pip,libfwsi-python,20191006,https://github.com/libyal/libfwsi,not found through script,https://github.com/libyal/libfwsi/blob/master/ChangeLog ; https://github.com/libyal/libfwsi/blob/master/NEWS ; https://github.com/libyal/libfwsi/blob/master/po/ChangeLog,https://snyk.io/vuln/SNYK-PYTHON-LIBFWSIPYTHON-471960,N,,,,,,,,,,
SNYK-PYTHON-MAPPROXY-42048,Cross-site Scripting (XSS),pip,mapproxy,1.10.4,https://github.com/mapproxy/mapproxy,not found through script,https://github.com/mapproxy/mapproxy/blob/master/CHANGES.txt ; https://github.com/mapproxy/mapproxy/blob/master/debian/changelog ; https://github.com/mapproxy/mapproxy/blob/master/RELEASE.txt,https://snyk.io/vuln/SNYK-PYTHON-MAPPROXY-42048,Y,changelog,changelog,Y,PR; vuln type; risk explained,Vulnerability description; Fix referenced,N,N,,,
SNYK-PYTHON-OCTAVIA-174798,Incorrect Access Control,pip,octavia,0.9.0,https://github.com/openstack/octavia,not found through script,https://github.com/openstack/octavia/blob/master/releasenotes/source/unreleased.rst,https://snyk.io/vuln/SNYK-PYTHON-OCTAVIA-174798,Y,https://docs.openstack.org/releasenotes/octavia/newton.html,homepage announcement,Y,security notice; summary of fix; affected component,Security notice;  Fix referenced; Affected component listed,Y,Y,required upgrade for security fix,action required,
SNYK-PYTHON-OIC-1047572,Cryptographic Issues,pip,oic,1.2.1,https://github.com/OpenIDC/pyoidc,https://github.com/OpenIDC/pyoidc/releases/tag/1.2.1,https://github.com/OpenIDC/pyoidc/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PYTHON-OIC-1047572,Y,,github release note,Y,security notice; cve mentioned,security notice; advisory referenced,N,N,,,
SNYK-PYTHON-OSBSCLIENT-451566,Arbitrary Code Execution,pip,osbs-client,0.56.1,https://github.com/projectatomic/osbs-client,https://github.com/containerbuildsystem/osbs-client/releases/tag/0.56.1,no changlog found in script,https://snyk.io/vuln/SNYK-PYTHON-OSBSCLIENT-451566,Y,,github release note,Y,cve mentioned; vuln details,advisory referenced; vulnerability description,Y,Y,api changes; configuration changes,affected api listed; configuration change,
SNYK-PYTHON-PATRONI-1077063,Timing Attack,pip,patroni,2.0.2,https://github.com/zalando/patroni,https://github.com/zalando/patroni/releases/tag/v2.0.2,https://github.com/zalando/patroni/blob/master/docs/releases.rst,https://snyk.io/vuln/SNYK-PYTHON-PATRONI-1077063,Y,,changelog,Y,summary of fix; affected component,Fix referenced; Affected component listed,Y,N,,,
SNYK-PYTHON-PERSONNUMMER-674152,Improper Input Validation,pip,personnummer,3.0.2,https://github.com/personnummer/python,https://github.com/personnummer/python/releases/tag/v3.0.2,no changlog found in script,https://snyk.io/vuln/SNYK-PYTHON-PERSONNUMMER-674152,Y,,github release note,Y,vulnerability details,Vulnerability description,N,N,,,
SNYK-PYTHON-PLATFORMIO-568834,Arbitrary File Write via Archive Extraction (Zip Slip),pip,platformio,4.1.0,https://github.com/platformio/platformio-core,https://github.com/platformio/platformio-core/releases/tag/v4.1.0,https://github.com/platformio/platformio-core/blob/master/HISTORY.rst,https://snyk.io/vuln/SNYK-PYTHON-PLATFORMIO-568834,Y,,github release note,Y,commit isue referenced; security mentioned,Security notice; Fix referenced,Y,N,,,
SNYK-PYTHON-PYINSTALLER-541867,Execution with Unnecessary Privileges,pip,pyinstaller,3.6,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller/releases/tag/v3.6,https://github.com/pyinstaller/pyinstaller/blob/master/doc/CHANGES-1.rst ; https://github.com/pyinstaller/pyinstaller/blob/master/doc/CHANGES-2.rst ; https://github.com/pyinstaller/pyinstaller/blob/master/doc/CHANGES-3.rst ; https://github.com/pyinstaller/pyinstaller/blob/master/doc/CHANGES.rst ; https://github.com/pyinstaller/pyinstaller/blob/master/doc/development/changelog-entries.rst ; https://github.com/pyinstaller/pyinstaller/blob/master/scripts/do_prerelease ; https://github.com/pyinstaller/pyinstaller/blob/master/scripts/do_release,https://snyk.io/vuln/SNYK-PYTHON-PYINSTALLER-541867,Y,changelog; homepage,changelog,Y,security mention; cve mentioned; affected configuration; vulnerability detais,security notice; advisory referenced; Vulnerability description; Affected configuration,Y,N,,,
SNYK-PYTHON-PYRADIOMICS-42174,Arbitrary Code Injection,pip,pyradiomics,1.1.1,https://github.com/Radiomics/pyradiomics,https://github.com/AIM-Harvard/pyradiomics/releases/tag/1.1.1,https://github.com/Radiomics/pyradiomics/blob/master/CHANGES.rst ; https://github.com/Radiomics/pyradiomics/blob/master/docs/changes.rst,https://snyk.io/vuln/SNYK-PYTHON-PYRADIOMICS-42174,Y,github release note; changelog,changelog,Y,"sumary of fix, PR",Fix referenced,Y,Y,,,
SNYK-PYTHON-PYRAMID-564352,Cross-site Scripting (XSS),pip,pyramid,1.1a1,https://github.com/Pylons/pyramid,not found through script,https://github.com/Pylons/pyramid/blob/master/BFG_HISTORY.rst ; https://github.com/Pylons/pyramid/blob/master/CHANGES.rst ; https://github.com/Pylons/pyramid/blob/master/docs/changes.rst ; https://github.com/Pylons/pyramid/blob/master/docs/narr/myproject/CHANGES.txt ; https://github.com/Pylons/pyramid/blob/master/docs/quick_tour/logging/CHANGES.txt ; https://github.com/Pylons/pyramid/blob/master/docs/quick_tour/package/CHANGES.txt ; https://github.com/Pylons/pyramid/blob/master/docs/quick_tour/sessions/CHANGES.txt ; https://github.com/Pylons/pyramid/blob/master/docs/quick_tour/sqla_demo/CHANGES.txt ; https://github.com/Pylons/pyramid/blob/master/docs/quick_tutorial/cookiecutters/CHANGES.txt ; https://github.com/Pylons/pyramid/blob/master/docs/tutorials/wiki/src/authorization/CHANGES.txt ; https://github.com/Pylons/pyramid/blob/master/docs/tutorials/wiki/src/basiclayout/CHANGES.txt ; https://github.com/Pylons/pyramid/blob/master/docs/tutorials/wiki/src/installation/CHANGES.txt ; https://github.com/Pylons/pyram,https://snyk.io/vuln/SNYK-PYTHON-PYRAMID-564352,Y,,changelog,N,,,Y,Y,backwards incompatibility; affected api; changes required,Breaking change notice; Affected api listed; action required,
SNYK-PYTHON-PYRAMID-564355,Information Exposure,pip,pyramid,1.0a3,https://github.com/Pylons/pyramid,not found through script,https://github.com/Pylons/pyramid/blob/master/BFG_HISTORY.rst ; https://github.com/Pylons/pyramid/blob/master/CHANGES.rst ; https://github.com/Pylons/pyramid/blob/master/docs/changes.rst ; https://github.com/Pylons/pyramid/blob/master/docs/narr/myproject/CHANGES.txt ; https://github.com/Pylons/pyramid/blob/master/docs/quick_tour/logging/CHANGES.txt ; https://github.com/Pylons/pyramid/blob/master/docs/quick_tour/package/CHANGES.txt ; https://github.com/Pylons/pyramid/blob/master/docs/quick_tour/sessions/CHANGES.txt ; https://github.com/Pylons/pyramid/blob/master/docs/quick_tour/sqla_demo/CHANGES.txt ; https://github.com/Pylons/pyramid/blob/master/docs/quick_tutorial/cookiecutters/CHANGES.txt ; https://github.com/Pylons/pyramid/blob/master/docs/tutorials/wiki/src/authorization/CHANGES.txt ; https://github.com/Pylons/pyramid/blob/master/docs/tutorials/wiki/src/basiclayout/CHANGES.txt ; https://github.com/Pylons/pyramid/blob/master/docs/tutorials/wiki/src/installation/CHANGES.txt ; https://github.com/Pylons/pyram,https://snyk.io/vuln/SNYK-PYTHON-PYRAMID-564355,Y,,changelog,N,,,Y,Y,backwards incompatibility; affected api; changes required,Breaking change notice; Affected api listed; action required,
SNYK-PYTHON-PYRO-72279,Arbitrary File Overwrite,pip,pyro,3.15,https://github.com/irmen/Pyro3,not found through script,https://github.com/irmen/Pyro3/blob/master/docs/12-changes-archive.html ; https://github.com/irmen/Pyro3/blob/master/docs/12-changes.html,https://snyk.io/vuln/SNYK-PYTHON-PYRO-72279,Y,,changelog,Y,summary of fix; pr; security mention,security notice; fix referenced,Y,N,,,
SNYK-PYTHON-PYTORCHLIGHTNING-609296,Arbitrary Shell Injection,pip,pytorch-lightning,0.9.0,https://github.com/PyTorchLightning/pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning/releases/tag/0.9.0,https://github.com/PyTorchLightning/pytorch-lightning/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PYTHON-PYTORCHLIGHTNING-609296,Y,,github release note,Y,pr reference; mention of security vulneraibility\,security notice; fix referenced,Y,N,,,
SNYK-PYTHON-SENTRY-1049561,Open Redirect,pip,sentry,20.12.1,https://github.com/getsentry/sentry,https://github.com/getsentry/sentry/releases/tag/20.12.1,https://github.com/getsentry/sentry/blob/master/CHANGES ; https://github.com/getsentry/sentry/blob/master/src/sentry/templates/sentry/emails/activity/release.html ; https://github.com/getsentry/sentry/blob/master/src/sentry/templates/sentry/emails/activity/release.txt ; https://github.com/getsentry/sentry/blob/master/src/sentry/templates/sentry/emails/password-changed.html ; https://github.com/getsentry/sentry/blob/master/src/sentry/templates/sentry/emails/password-changed.txt ; https://github.com/getsentry/sentry/blob/master/tests/fixtures/emails/password_changed.txt ; https://github.com/getsentry/sentry/blob/master/tests/fixtures/emails/release.txt ; https://github.com/getsentry/sentry/blob/master/tests/fixtures/emails/resolved_in_release_upcoming.txt ; https://github.com/getsentry/sentry/blob/master/tests/fixtures/emails/resolved_in_release.txt,https://snyk.io/vuln/SNYK-PYTHON-SENTRY-1049561,N,,,,,,,,,,
SNYK-PYTHON-TENSORFLOW-1013602,Heap-based Buffer Overflow,pip,tensorflow,1.15.4,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/releases/tag/v1.15.4,https://github.com/tensorflow/tensorflow/blob/master/RELEASE.md ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v0.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/core/ops/compat/ops_history.v2.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/lite/tools/pip_package/debian/changelog ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v1/tensorflow.keras.callbacks.-history.pbtxt ; https://github.com/tensorflow/tensorflow/blob/master/tensorflow/tools/api/golden/v2/tensorflow.keras.callbacks.-history.pbtxt,https://snyk.io/vuln/SNYK-PYTHON-TENSORFLOW-1013602,Y,changelog; github release note,changelog,Y,vulnerability and cve mentioned; api mentioned,Security notice; Advisory reference; Affected api listed,Y,N,,,
